text,label,source,anime
1个半小时分为3部分，前大半段都是讲雯对于希美的依赖，像利兹依赖青鸟。我看下来感觉平淡，这前大半段有很多铺垫。中间第二部分，转折点，利兹与青鸟的身份互换，也就是老师与雯谈话时，一开始觉得有一点点突兀就是身份转换。但紧接着第三段solo的再演奏，便豁然开朗，雯才是青鸟，是雯在迁就希美。二人在教室喜欢拥抱，在结尾一起放学，这时我才明白，她们就是她们，利兹与青鸟不能代表她们的全部。非常平淡，但意外打动人心的一部电影，但还是有点太平淡了,neutral,bangumi,莉兹与青鸟
虽然是第六层的冒险故事但是只讲了生骸村这个小点没有波澜壮阔的冒险转而是有很多回忆和小设定需要补充staff选择了保守的制作策略力保能让观众观感平稳的接收信息目的是达到了也不免让前期有些乏味结果好不容易做到了高潮ep12加长版貌似又平稳度过了几个情绪爆发点都没什么感觉有点拉了小岛正幸,neutral,bangumi,来自深渊 烈日的黄金乡
我刷过3d最好的一部,positive,bilibili,少女乐队的呐喊
9结局，意难平。分支剧情良莠不齐，总体在及格线之上，大概在7分8分之类的样子，个别重量单集质量相当能打，最喜欢的是ep22，佐藤大的，菲的个人单集（ Hard luck woman），ep14的下棋回。可以称得上爵士佳作。主线，我的评价是不太行。,positive,bangumi,星际牛仔
小姐我是6A面板,negative,bilibili,魔女之旅
suki 公生,positive,bilibili,四月是你的谎言
依旧看不懂一点bgm38,neutral,bangumi,新世纪福音战士剧场版 Air/真心为你
好看 难得又看到了好故事 能让我稍微重燃了一些看动画的激情 少有的从校园成长过渡到高竞技的职业 有真实感和传奇性 有jump系的优点 也有棋牌运动的那种文化层次感 动画拍的也好 曲子好 bgm好 前中期的故事基本不怎么用翻漫画,positive,bangumi,棋魂
回复 ABCDEFGCzjd,negative,bilibili,总之就是非常可爱 第二季
豪快的气质。我才是真货什么的，真是永恒的创作主题。fetch，梦中遇到的二重身，也就是Doppelgnger，上帝，自戕的隐喻其实和铃音讲的是同一个故事吧？音乐也是十分爽口的千禧风味，疾风怒涛，狂气，喜欢。,positive,bangumi,蓝色恐惧
混沌武士让我喜欢上hip hop！,positive,bangumi,混沌武士
DOOM启动！！！！,negative,bilibili,mygo
回复 MaxBurning 3」,negative,bilibili,辉夜大小姐想让我告白～天才们的恋爱头脑战～
我反倒没那么喜欢第一季，这也是我听说了这个番很久但是一直没有入坑的一个原因。我也不懂那些“多一些第一季那样冒险”的评论是谁一直在嚷嚷，明明这个番后面越做越好了anyway,neutral,bangumi,瑞克和莫蒂 第一季
6WRMB真的够吗，估计要省着花,negative,bilibili,比宇宙更远的地方
NiKo对现在的G2有什么看法呢,positive,bilibili,少女乐队的呐喊
yeeeeee,neutral,bilibili,比宇宙更远的地方
哪里都有kards玩具,positive,bilibili,少女乐队的呐喊
现在来看eva旧tv版的整体并不尽如人意，为了真嗣的塑造牺牲了太多角色，不过单就真嗣的塑造来说，它太成功了，即使放到现在来看依旧是超前的，可以说没有本篇的铺垫，《真心为你》的爆发则会逊色许多,neutral,bangumi,新世纪福音战士
顶级脑洞，搞笑巅峰。重看了三次，每一次都是我一生中看动画最快乐的时光。nano的塑造和成长实在能给我带来相当的感动，尤其是nano与祐子两条线交汇之后，这种名为日常的奇迹真是能带给人别样的治愈。非要说问题就是结束的太快了，在内心和大脑深处无限渴求看到更多nano和大家的日常时，动画却戛然而止,positive,bangumi,日常
年度rap奖,neutral,bilibili,Angels of Death
回过头来看gbc其实也算是一部不错的动画，当然里面也有没处理完的矛盾（比如nina和hina之间）结尾也是草草收束，以至于会有人说烂尾（毕竟续作到现在（262）都没消息），但个人觉得当nina回家与家人和解，回到东京队友全部来接那一段就已经把完成了这部番的叙事任务（当然如果停在这我就给8分了，那一段是真的很棒），后面的反而当附加的ova看或许会更能接受一些？（当然还是希望续作能出，花田应该也不至于搞成母鸡卡那种玩意儿吧）,neutral,bangumi,girls band cry
第五集了文革真的是令人遗憾啊，幸好是输给世界冠军呢所有的运动番似乎都离不开“靠努力是赢不了有才能的人的”这种话呢，peco你脑子里出现的以前Akuma打 Smile，他的那句“一点都没长进”令你也深思了吧，你才是真正的一点都没长进啊,positive,bangumi,乒乓
连听11次OP,negative,bilibili,少女乐队的呐喊
BIKO,neutral,bilibili,比宇宙更远的地方
神，24年的我已经很久很久没有追番了，但是GBC的出现又让我重新拥有了当初追番的感觉，每周都在期待更新。剧情以及演出方面也很好看，特别是第11集的演出，神回中的神回。,positive,bangumi,girls band cry
给了我很大震撼。整部EVA的精华所在毫无疑问。作为EVA的结局很适合很合理，这部里再次展现了EVA的经典意识流。男主历来争议很大，但无论怎样，碇真嗣是我在EVA系列里最喜欢的角色，他是EVA的核心和灵魂。给这部10分，也是献给我自己的,positive,bangumi,新世纪福音战士剧场版 Air/真心为你
迷人的恶趣味  ep7的布莱德安德森说的话想必代表了编剧的状态233，但是“度”把握得不错，特别是莫蒂这个角色，从设定到声音再到剧情很难说不是故意的  至少对我来说，这个程度是迷人的，虽然会明确意识到这就是编剧的恶趣味，但是还是很有趣甚至变得更有趣了,positive,bangumi,瑞克和莫蒂 第一季
绝对的神作，看一辈子rickmorty,positive,bangumi,瑞克和莫蒂 第三季
经过了10年又在网球娇娃之后演出自然成熟很多，丈为了目标竭尽一切的殉道者符号相较一季更加突出，拳台下的文戏还是非常出色，但是在拳台上走出困境获胜的设计不行，加上前半每part的收尾往往为了让情绪上扬而加快叙述用harmony太急切生硬，不是关键转折没做出来就是余韵被破坏，重复用力石心魔不免也有点啰嗦，死亡的意象应该是本就足够或者说已经过度了,positive,bangumi,明日之丈2
回复 DrHugic 戳啦，灰爱音嘛,negative,bilibili,mygo
co co,neutral,bilibili,比宇宙更远的地方
神山健治的TV版主要是探究人类近未来社会的问题。社会问题也会由此引发出人性问题，社会问题：政府与企业的合谋（难民事件）；战争经济链（核威慑博弈）。人性的坚守：塔奇克马AI自发牺牲，证明机械也能产生灵魂（一种奇幻式的对人性坚守的刻画）；素子始终保持选择权（表现在：95电影版中选择与傀儡师融合，放弃人类身份；《无罪》中，即便已脱离人类形态，依旧选择帮助巴特对抗黑暗；笑脸男事件中保护笑脸男并替他保守秘密；个别的十一人中发现政府操纵并利用难民后选择和组织一起与政府对立；SSS中选择独自以傀儡师的身份帮助9课），即便肉身消失仍坚守正义，这也是她的特质之一：无论自身情况如何，都会坚守正义，对抗不公与腐败。一些也很有意思现实对照：义体技术  脑机接口；电子脑污染  社交媒体算法茧房；笑脸男事件  维基解密斯诺登事件。个人评分 96分,positive,bangumi,攻壳机动队 STAND ALONE COMPLEX
好有壓迫感的背影 ll,positive,bilibili,比宇宙更远的地方
人物的刻画都非常的到位，对jinx有一种又讨厌但又无奈的感觉 一方面觉得她是个熊孩子，但又想到她所成长的环境注定了她的这种样子。而v无数次想要干掉jinx，但却在关键时刻犹豫不决，既要又要，但又无比的真实。动画的制作也是无比精致，音乐的插入恰到好处，时不时让人想要切出去识曲，看这部动画像是在欣赏一件艺术品。,positive,bangumi,英雄联盟：双城之战
"哦，我的老伙计！
这该死的感觉就像是，从百草园到三味书屋，草到家了！
噢，是的，不得不说，希望下次的会议，能变得实在那么一些。
哦，不，我的意思是，希望阁下还能按时参加下一次的会议
当然，你如果非要彻底地问我是哪一个会议？
我只能负责地告诉阁下，是“关于小紫挂后复活率高达3那件事”的会议。
另外，比较有趣的一件事是那场会议，会议上的每一个参与者都“十分高兴”，但是看那场会议的观众，却不能够深刻领会会议中的精神，观众他们意见比较大，哦，我的伙计儿，怎么说呢？难道他们是s b吗？",negative,bilibili,关于我转生变成史莱姆这档事 第二季
制作上某些方面比tv更上一层楼，作为有一定篇幅的ova，剧情相对完整，即使在未观看前作的情况下，也能不错地赏析人物和世界观，瑕疵在于故事差了点趣味性和悬念。意识形态有别于tv版的上层建筑倾向，SSS中更为明确地指向了所可能面临的更为现实和广泛的社会民生问题。【剧情：775，内涵：850，制作：850，音乐：800。综合评价：779】,neutral,bangumi,攻壳机动队 S.A.C. Solid State Society
长月达平你的笑容最迷人（bushi,neutral,bilibili,Re：从零开始的异世界生活 第二季 后半
个人心中最喜爱的高达作品，虽然直到最后都没喜欢上高达的头部造型，但这部番的故事本身让我十分沉浸其中，两天时间一口气看完的。作品本身给人一种很童话寓言式的政治作品的感觉，很对个人电波，像我之前看同为富野由悠季的Gself就完全没怎么对上电波看一半弃了。,positive,bangumi,∀高达
04292024 C,negative,bangumi,排球少年 乌野高校 VS 白鸟泽学园高校
回复 NrosesJ 这个剧场版从上线到现在一共也没几天，首页推荐封面肯定是一早准备好的，就像我当时看到的b站给阴阳师的cg弄的天域篇下的推荐配图是帝释天的腿下面写着“老婆的腿绝绝子”，我们玩家看到的都不太一样,negative,bilibili,名侦探柯南：零的执行人
爱音0o,neutral,bilibili,颂乐人偶
Wind Glass Birds Girls 202412152025831,positive,bangumi,莉兹与青鸟
算是番外加S2ep24的补充吧，但终究还是没做到那时的样子。不过歌倒是听爽了，相遇天使也再演了，想出『天使』那段做的挺好的，我很喜欢。还有班会演奏后四人围坐的场景也很喜欢，四人空虚地盯着某处，静静的发着呆，那感觉太棒了。伦敦行感觉有些看的不尽兴，要是再有趣些就好了,positive,bangumi,轻音少女 剧场版
瓦姆乌                       卡兹                               ACDC,neutral,bilibili,四月是你的谎言
回复 莫允NOneY 所以这下横也不是竖也不是，太难为银链和大沼心了,negative,bilibili,因为太怕痛就全点防御力了 第二季
对我来说是一部充满回忆的番剧，迷路的孩子终究会找到指明方向的星星。对于人物的刻画堪称“离谱”，但扭曲的重力一定程度带动bangdream整个企划实现复苏，这部番剧的实际意义远远超过了它的预期。,neutral,bangumi,mygo
回复 撒需好 没错就是d m z j（不知道为什么就空格了）,negative,bilibili,辉夜大小姐想让我告白～天才们的恋爱头脑战～
居然还是nikon,negative,bilibili,颂乐人偶
over G（）,neutral,bilibili,魔女之旅
回复 wtkst,negative,bilibili,OVERLORD Ⅱ
"11、小时候的回忆部分，486摔倒的地方正好是和贤一散步经过的樱树路呢。

12、关于486刚进高中时的失败，486有较高层次的交流障碍，在需要读空气的学校生活中稍微有点辛苦呢。之所以在异世界能处理得比较好是因为周围有很多不是同龄人而是大人。

13、令486在【试炼】中恢复现在的自己的，是在异世界遇到的两名少女。
我看着【你】（emt）、【你】（蕾姆）看着我这是原动力。（注：这句是小说第6卷【从零开始】一节最后的台词）

14、父子谈话这段删掉了一些台词，贤一其实说过【想要被我讨厌，至少要毫无理由地残杀一半的人类才行】，意思就是做不到的啦。

15、【试炼】开始、取回自己、把很难说出口的话对父亲说了的同时，486也凭直觉感到了无法从异世界回现实了。

16、长月表示现在没法详细说明，但486其实是从一开始就无意识中觉得自己回不去了，这份不自觉在和贤一的对话中自觉到了。

（还有一点没翻完，稍等）",positive,bilibili,Re：从零开始的异世界生活 第二季 前半
